godina;oib;naziv;iznos_eur;broj_isplata;udio_posto
2025;89747280270;LUKIŠKI DOO ZA TRGOVINU I PRIJEVOZ;2400.00;1;0.00
2025;78141312758;MUZEJ MIMARA;2400.00;3;0.00
2025;64876405785;SWEET JOURNEY J.D.O.O.;2400.00;1;0.00
2025;62559286654;UDRUGA TETRAGON;2400.00;1;0.00
2025;70655549302;UDRUGA HR.VOJNIH INVALIDA DOM RATA SUSEDGRAD;2400.00;1;0.00
2025;18777611506;DOBROVOLJNO VATROGASNO DRUŠTVO BRANOVEC;2388.96;12;0.00
2025;18282095247;FOND UJEDINJENIH NARODA ZA DJECU UNICEF URED ZA HRVATSKU;2364.00;2;0.00
2025;67349852816;ALING DOO;2362.50;4;0.00
2025;75865428162;ARKADA INTERIJERI DOO ZA UREĐENJE INTERIJERA;2360.00;1;0.00
2025;40281654915;HRVATSKA ŠKOLA OUTWARD BOUND;2356.10;1;0.00
2025;29986976453;INTERGROS DOO;2346.25;2;0.00
2025;23366802564;PROSVJETA D.O.O.;2339.89;3;0.00
2025;75374786952;LIDER MEDIA DOO;2330.50;3;0.00
2025;46144176176;HRVATSKI DRŽAVNI ARHIV ZAGREB;2322.67;7;0.00
2025;86666837622;GEMARK GGA JDOO ZA GEODETSKE USLUGE I SAVJETOVANJE;2317.75;1;0.00
2025;33824126854;PAGO COM D.O.O.;2312.50;2;0.00
2025;88047611996;KNACK DOO;2300.63;1;0.00
2025;22814475372;UDRUGA POKRET;2300.00;2;0.00
2025;26900631235;LOVAČKO DRUŠTVO ŽUNA ZAGREB;2300.00;1;0.00
2025;22673645134;LOVAČKO DRUŠTVO FAZAN BELOVAR MORAVČE;2300.00;1;0.00
2025;22840169081;LOVAČKO DRUŠTVO PRIRODA SESVETE;2300.00;1;0.00
2025;61107208595;ZAKLADA MARIJA DE MATTIAS;2300.00;2;0.00
2025;33000290090;LOVAČKO DRUŠTVO PREPELICA;2300.00;1;0.00
2025;44880880632;LOVAČKA UDRUGA SRNDAČ DRAGONOŽEC;2260.68;1;0.00
2025;41758276106;MEGA BAR DOO;2250.00;1;0.00
2025;02531238111;ALPHA ET OMEGA DOO ZA USLUGE;2250.00;1;0.00
2025;64075568837;BUDIŠ MONT DOO;2250.00;1;0.00
2025;27485418925;MAK TEATAR D.O.O. ZA USLUGE;2250.00;3;0.00
2025;98278282896;LF BUNJEVAC DOO ZA USLUGE;2250.00;1;0.00
2025;96034163382;KSIVAS DOO;2250.00;1;0.00
2025;19542807608;SALON TEREZA DOO;2250.00;1;0.00
2025;85740251892;INSTALACIJE JONJIĆ DOO ZA USLUGE;2250.00;1;0.00
2025;29376782753;A J FRIZERSKI STUDIO JDOO;2250.00;1;0.00
2025;10403284137;NEN KOM STUDIO JDOO ZA USLUGE;2250.00;1;0.00
2025;53914849271;KOZMETIČKI STUDIO NICE JDOO ZA USLUGE;2250.00;1;0.00
2025;47973670948;PARTNER KOSE JDOO ZA USLUGE;2250.00;1;0.00
2025;83023658143;TIHOMIR DOO;2250.00;1;0.00
2025;58059009748;CONREX DOO;2250.00;1;0.00
2025;68029966827;A.K.  ASPECTO GRUPA;2250.00;1;0.00
2025;11730227142;SHISHKA DOO ZA USLUGE;2250.00;1;0.00
2025;49090687055;INSTALACIJE DENČIĆ DOO;2250.00;1;0.00
2025;42853319635;KIRA STIL DOO;2250.00;1;0.00
2025;95517407528;COMPTUS DOO;2250.00;1;0.00
2025;51316917671;BOYS AND GIRLS DOO ZA USLUGE;2250.00;1;0.00
2025;75851270454;STIPIĆ MONTAŽA DOO ZA TRGOVINU I USLUGE;2250.00;1;0.00
2025;05636693684;HAIR CONCEPT JDOO ZA TRGOVINU I USLUGE;2250.00;1;0.00
2025;46818705329;GALKO D.O.O.;2242.50;1;0.00
2025;72910430276;MINISTARSTVO PRAVOSUĐA, UPRAVE I DIGITALNE TRANSFORMACIJE;2220.00;79;0.00
2025;07699719217;SVEUČILIŠTE U ZAGREBU FAKULTET ŠUMARSTVA I DRVNE TEHNOLOGIJE;2218.75;7;0.00
2025;99297802584;DV ŠLAPICA;2212.17;9;0.00
2025;27460483584;IGOR-MANUELA DOO ZA TRGOVINU, USLUGE I PROIZVODNJU;2200.00;1;0.00
2025;93840540521;KLUB SAMOGRADNJE ZRAKOPLOVA CROATIA;2200.00;1;0.00
2025;84873085315;HRVATSKI SAVEZ ZA RIJETKE BOLESTI;2200.00;2;0.00
2025;87403749481;ADELAIN STUDIO DOO ZA GRAFIČKE USLUGE;2200.00;2;0.00
2025;34213143813;IDK PROJEKTI J.D.O.O.;2197.90;3;0.00
2025;06217712974;SALESIANA D.O.O.;2146.50;1;0.00
2025;27033952207;AUTOCENTAR VRBOVEC D.O.O.;2142.00;26;0.00
2025;67390842610;MAŠINOPROJEKT D.O.O.;2122.72;2;0.00
2025;30073369248;CON VES SERVICES DOOZA USLUGE SAVJETOVANJE I PROMIDŽBU;2120.00;1;0.00
2025;84210581427;TRGOCENTAR D.O.O.;2110.77;32;0.00
2025;18432368449;RECOM PROIZVODNJA  TRGOVINA I ZASTUPANJE DOO;2105.00;1;0.00
2025;89466642436;79 17 DOO ZA PROTUEKSPLOZIJSKU ZAŠTITU;2100.00;1;0.00
2025;71670983257;SUPER HIK AGENCIJA ZA SVE DOO;2095.76;1;0.00
2025;32025050096;SELSKA PROJEKT DOO;2089.42;1;0.00
2025;15573308024;LIBURNIA RIVIERA HOTELI D.D.;2076.50;6;0.00
2025;01682666895;MAĐIONIČAR JAPA DOO;2050.00;3;0.00
2025;82812328597;SOKOL DOO;2038.08;27;0.00
2025;68408088216;ZELENA ALTERNATIVA ODRŽIVI RAZVOJ HRVATSKE;2022.30;2;0.00
2025;65414808749;ZELENA LISTA;2022.30;2;0.00
2025;39908510192;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA;2022.30;2;0.00
2025;87506807568;LOPPIS OBRT ZA DIZAJN I TRGOVINU VL BORIS ŠANTOŠI;2010.00;2;0.00
2025;81602851994;ENVY CUT S DOO;2000.00;1;0.00
2025;01272942926;ŽENSKI VOKALNI SASTAV KORALDE;2000.00;2;0.00
2025;38398002455;ZAJEDNICA UDRUGA ANTIFAŠ. BORACA I ANTIFAŠISTA ZAG.ŽUP.GZ;2000.00;1;0.00
2025;81889785066;HRVATSKO KNJIŽNIČARSKO DRUŠTVO;2000.00;3;0.00
2025;31485450502;PLEJADA D.O.O ZA NAKLADNIŠTVO I USLUGE;2000.00;2;0.00
2025;32556049576;UDRUGA ALBANACA BRANITELJA HRVATSKE U DOMOVINSKOM RATU;2000.00;1;0.00
2025;37936288471;SKD PROSVJETA;2000.00;2;0.00
2025;38443365286;FALA-UDRUGA ZA PR.SOC.OSJ.,ZAŠ.I PO.KV.ŽIV.I PO.TE.I RE.JAH.;2000.00;1;0.00
2025;35083717576;KOKO LOKO POTTERY VL ZLATA JOVIĆ ALEIXO;2000.00;1;0.00
2025;09630463831;ADAPTKO DOO ZA TRGOVINU I USLUGE;2000.00;1;0.00
2025;75069568460;SPORTSKO DRUŠTVO INVALIDA HRABRI;2000.00;1;0.00
2025;85366073124;BAZINGA PROJEKT DOO ZA TRGOVINU I USLUGE;2000.00;1;0.00
2025;58772071893;CUTICLE DOO ZA USLUGE I TRGOVINU;2000.00;1;0.00
2025;26362187756;UDRUGA ZA ŠPORT I REKREACIJU VETERAN 91;2000.00;1;0.00
2025;50633676838;ŠPORTSKO REKRACIJSKO DRUŠTVO DRAG. HRV.OBR.SNAGA GZ;2000.00;1;0.00
2025;52871011406;PLATYPUS;2000.00;1;0.00
2025;54242351145;HRVATSKO STENOGRAFSKO DR STENOGRAFA BIROTEHNIČARA I INFOM;2000.00;1;0.00
2025;92355144075;UDRUGA RUDOLF;2000.00;2;0.00
2025;92160026045;SUPERIOR BRILJANTIN DOO ZA USLUGE;2000.00;1;0.00
2025;15680087866;UMJETNIČKA ORGANIZACIJA ANIMA;2000.00;2;0.00
2025;71041225414;PJEVAČKI ZBOR ZAGREBAČKI DJEČACI;2000.00;2;0.00
2025;57428164341;T&M CUT JDOO;2000.00;1;0.00
2025;22889869555;D.I.A.T.  DOO;2000.00;1;0.00
2025;88107583688;UDRUGA HRVATSKIH VOJNIH INVALIDA DOMOVINSKOG RATA TREŠNJEVKA;2000.00;1;0.00
2025;16800903770;GO UDRUGE HRVATSKIH DRAGOVOLJACA DOM. RATA GRADA ZAGREBA;2000.00;1;0.00
2025;02952816979;GLAZBENI CENTAR PAPANDOPULINE;2000.00;2;0.00
2025;84455133564;KULTURBUNT;2000.00;2;0.00
2025;60411767479;UDRUGA UDOVICA HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA;2000.00;1;0.00
2025;17096790169;AUTO FOKUS DOO;2000.00;1;0.00
2025;17151161441;UDRUGA ZA PROMOCIJU ULIČNOG TRENINGA STREETGAINZ;2000.00;1;0.00
2025;20424332600;HRVATSKO DRUŠTVO KAZALIŠNIH KRITIČATA I TEATROLOGA;2000.00;2;0.00
2025;17504997569;PINOKIO KLUB ZA DJECU;2000.00;2;0.00
2025;05746818670;MATICA HRVATSKIIH UMIROVLJENIKA GRADA ZAGREBA;2000.00;2;0.00
2025;66740052965;NILS KOM STUDIO JDOO ZA USLUGE;2000.00;1;0.00
2025;17670424230;KLUB MLADIH TEHNIČARA DANKOVEC;2000.00;1;0.00
2025;89321962182;GYMNASIUM DOO ZA USLUGE;2000.00;2;0.00
2025;65730285466;JUTRO POEZIJE;2000.00;4;0.00
2025;49809327358;SERVIS CAPEK DOO;2000.00;1;0.00
2025;67237031163;PIXIE STYLE DOO ZA USLUGE I TRGOVINU;2000.00;1;0.00
2025;08504334680;CRVENI BICIKL JDOO;2000.00;2;0.00
2025;78925487717;HRVATSKI AUTORSKI STRIP;2000.00;2;0.00
2025;45351216728;CJEPIDLAKA JDOO ZA USLUGE;2000.00;1;0.00
2025;97140949818;KULTURNO UMJETNIČKO DRUŠTVO ŽUMBERČANI;2000.00;2;0.00
2025;27715602669;MEDUS BIRO DOO;2000.00;2;0.00
2025;43103247775;PERGA MEDIA DOO;2000.00;2;0.00
2025;44625462030;PJEVAČKI ZBOR ČEŽNJA;2000.00;2;0.00
2025;97306877074;UDRUGA OBNOVA;2000.00;2;0.00
2025;13930015582;COLLEGIUM HERGEŠIĆ ODEON ZAGREB TRIBINA ZA KULTURU I ZNANOST;2000.00;2;0.00
2025;41689206789;MAKETARSKI I MODELARSKI KLUB SAVICA;2000.00;1;0.00
2025;30368783511;ACUMEN DOO;2000.00;2;0.00
2025;13978348477;FRIZERSKI SALON TERZIĆ VL MANUELA JAZBINŠEK;2000.00;1;0.00
2025;22181167942;UMJETNIČKA ORGANIZACIJA PRODUKCIJA Z;1999.00;1;0.00
2025;76844168802;HRVATSKI ZAVOD ZA NORME;1990.84;1;0.00
2025;70427199569;PP ORAHOVICA DOO;1988.99;4;0.00
2025;23626358811;INFORMING M DOO;1969.00;3;0.00
2025;50481342682;PROSPECTUS DOO;1968.75;1;0.00
2025;49684261247;SORANO D.O.O. ZA USLUGE I TRGOVINU;1943.56;1;0.00
2025;46940268196;GEOCONTROL EAST DOO;1940.00;13;0.00
2025;83364916789;DV MASLAČAK KRAPINSKE TOPLICE;1937.76;5;0.00
2025;13529271893;INTERPRETA USLUGE DOO;1937.50;2;0.00
2025;23582531617;PRISTAN DOO;1936.28;1;0.00
2025;79612787745;AVR DOO;1925.00;2;0.00
2025;01168533815;ISTRAŽIVAČKI CENTAR MLADIH;1900.00;1;0.00
2025;98000825863;UDRUGA PROSPERIKON;1900.00;1;0.00
2025;98683704857;D 2 DOO ZA EDUKACIJU SAVJETOVANJE I POSLOVNE USLUGE;1900.00;2;0.00
2025;08955800596;CERANEO CENTAR ZA RAZVOJ NEPROFITNIH ORGANIZACIJA;1900.00;1;0.00
2025;64406809162;SREDIŠNJE KLIRINŠKO DEPOZITARNO DRUŠTVO D.D.;1890.81;6;0.00
2025;77671806963;LIBUKOM JURDANI D.O.O.;1879.26;12;0.00
2025;58173733953;GEOTAG DOO;1875.00;1;0.00
2025;61436608168;BKS BANK D.D.;1845.00;12;0.00
2025;59198424658;EKOESCO DOO;1828.08;1;0.00
2025;70874114894;AUTOKLUB JASTREBARSKO;1828.00;17;0.00
2025;67989735515;ODVJETNIČKO DRUŠTVO ŠAKIĆ I PARTNERI DOO;1812.88;2;0.00
2025;17094516543;PIRIĆ PROMET DOO ZA TRGOVINU I GRAĐENJE;1800.00;1;0.00
2025;21238485723;PROJEKTNI ZADATAK DOO;1800.00;1;0.00
2025;00072483993;NK MLADOST BUZIN;1800.00;1;0.00
2025;79238971604;DURO METAL OBRT ZA PROIZVODNJU VL NORMA ŠAFAR;1800.00;1;0.00
2025;70207864520;FOREL PROJEKT DOO ZA GRAĐENJE PROJEKTIRANJE  I NADZOR;1800.00;1;0.00
2025;82513692107;ZAJEDNICA SPINALNO OZLIJEĐENIH;1800.00;1;0.00
2025;09864717392;UDRUGA ZA SPORTSKE IGRE I KREATIVNI RAZVOJ MLADIH SPORTIĆ;1800.00;1;0.00
2025;32692177801;JP TEAM OBRT ZA VODOINST.RADOVE VL DINO JAKLENEC;1800.00;1;0.00
2025;50216747086;KULTURNO UMJETNIČKO DRUŠTVO BIJELO BRDO;1800.00;2;0.00
2025;03349728494;UDRUGA MLADIH LUMEN;1800.00;1;0.00
2025;75045072034;GRADNJA IVANEC DOO;1800.00;1;0.00
2025;68312282822;LMK INTERNATIONAL D.O.O.;1782.00;1;0.00
2025;90633715804;SVEUČILIŠTE U ZAGREBU FILOZOFSKI FAKULTET;1771.63;8;0.00
2025;57404705059;KS UPRAVITELJ NEKRETNINAMA DOO;1764.00;12;0.00
2025;70303022709;DIDACTA ADVANCE DOO;1760.00;1;0.00
2025;61437025077;DŽUNGLA SVIJET DOO ZA USLUGE I TRGOVINU;1758.00;2;0.00
2025;26225359523;PJEVAČKO DRUŠTVO NOVI ZAGREB;1750.00;2;0.00
2025;06437582099;MALI MEDO JDOO;1750.00;1;0.00
2025;74121470605;ZAVOD ZA ISPITIVANJE KVALITETE DOO;1750.00;4;0.00
2025;13735473648;AUTOMOBIL SOS KUČIŠ JDOO ZA USLUGE I TRGOVINU;1750.00;1;0.00
2025;17643872913;AUTOSERVIS ROMAN JDOO;1750.00;1;0.00
2025;24721599830;CENTAR CVIJET J.D.O.O. ZA USLUGE;1750.00;1;0.00
2025;86781480448;ELEKTROINSTALACIJE ČAJKO DOO ZA ELEKTROINSTALACIJE;1750.00;1;0.00
2025;41686661337;AUTO MOTO KRIŽANIĆ JDOO ZA POPRAVAK MOTORNIH VOZILA I TRG;1750.00;1;0.00
2025;66423214182;AUTO SERVIS FALETAR JDOO;1750.00;1;0.00
2025;71164342309;SALONI BERNARDA DOO ZA FRIZERSKE USLUGE;1750.00;1;0.00
2025;97410484477;HRDAS OBRT ZA MONTAŽU I POPRAVAK NAMJEŠTAJA VL DAVOR HRDAS;1750.00;1;0.00
2025;59170007106;BROWS AND BEAUTY JDOO ZA USLUGE;1750.00;1;0.00
2025;69525298855;VETERINARSKA BOLNICA HOSPIVET DOO;1750.00;4;0.00
2025;46118426168;HDO - HRVATSKO DRUŠTVO ODRŽAVATELJA;1725.00;1;0.00
2025;47178614720;NIKOM REKLAM DOO ZA IZGRADNJU SVJETLEĆIH REKL I TRG;1725.00;1;0.00
2025;83937553129;CEROVSKI DOO;1725.00;1;0.00
2025;48270876028;DUN & BRADSTREET DOO;1714.28;2;0.00
2025;78093047651;24 SATA DOO;1712.51;2;0.00
2025;54421915834;UDRUGA ZMAYA;1700.00;2;0.00
2025;68464748098;JUPIII JDOO;1700.00;2;0.00
2025;68596604054;HRVATSKO DRUŠTVO ZA ROBOTIKU;1700.00;1;0.00
2025;94419785201;NAKLADA CERES DOO;1700.00;2;0.00
2025;96312589061;UDRUGA ZA PREVENCIJU PREKOMJERNE TEŽINE HRVATSKA;1700.00;1;0.00
2025;99987305172;ODVJETNIČKO DRUŠTVO JELIĆ, VUKOVIĆ & VUKŠIĆ;1688.93;3;0.00
2025;72931567836;OPĆINSKI SUD SESVETE;1684.29;24;0.00
2025;04492664153;MEDICAL INTERTRADE D.O.O.;1683.75;1;0.00
2025;49026633125;POLET DOO;1680.00;1;0.00
2025;51028550278;ZAVOD ZA INTEGRALNU KONTROLU D.O.O.;1675.00;2;0.00
2025;70812508533;ORCUS PLUS DOO;1674.63;2;0.00
2025;50142085426;FOLIJE FENESTRA DOO;1670.00;1;0.00
2025;31256899660;FOTO STUDIO CENTAR DOO;1660.25;4;0.00
2025;49670290778;ANDRIN CONSULT DOO;1659.02;2;0.00
2025;44430332290;SVE ZA SPORT DOO ZA USLUGE TURISTIČKA AGENCIJA;1648.75;1;0.00
2025;71070402969;GRAD NOVI MAROF;1642.61;1;0.00
2025;34788479431;FRIZERSKI SALON M ART USLUŽNI OBRT VL MARTINA VUGRIN PRENKA;1600.00;1;0.00
2025;75214191352;SANDREJA STYLE JDOO;1600.00;1;0.00
2025;38880270076;PERINIĆ SISTEMI DOO;1600.00;1;0.00
2025;48804733198;FRIZERSKI SALON DE PORRES OBRT ZA USLUG.VL.VALENTINA ČABRAJA;1600.00;1;0.00
2025;90420751653;AUTO LIM DOO;1600.00;1;0.00
2025;26276208658;FRIZERSKI SALON NIKA VL NIKA POPOVIĆ;1600.00;1;0.00
2025;53711580512;HEROON DOO;1600.00;2;0.00
2025;35910423761;DRUŠTVO SPORTSKE REKREACIJE ZEKAONA;1600.00;1;0.00
2025;77656371628;FRIZERSKI STUDIO S VL SANJA BIČANIĆ;1600.00;1;0.00
2025;87589476148;GO CUT OBRT ZA FRIZERSKE USLUGE VL SENKA GAČIĆ;1600.00;1;0.00
2025;40818366536;LIM PRODUKT DOO ZA PROIZVODNJU I PROMET MET.PROIZVODA;1600.00;1;0.00
2025;06796478190;TEATAR BARAKUDA 2012;1580.00;1;0.00
2025;20845957118;MAER DOO;1575.00;1;0.00
2025;60410423010;GEOTONIKA JDOO;1562.50;1;0.00
2025;29507221619;P AUDIO CENTAR ZAGREB;1562.50;1;0.00
2025;79446233150;MEĐUNARODNA ZRAČNA LUKA ZAGREB DD;1560.02;6;0.00
2025;74647609320;UČILIŠTE IN KONZALTING  ZAŠTITA;1560.00;1;0.00
2025;87297014856;OPĆINSKI SUD U NOVOM ZAGREBU;1540.79;12;0.00
2025;41910720462;LERA ROVINJ DOO;1530.00;1;0.00
2025;13806526186;SAMOBORSKA BANKA DD;1524.00;12;0.00
2025;11578972258;E TOURS DOO PUTNIČKA AGENCIJA;1508.44;4;0.00
2025;76080865307;OTIS DIZALA D.O.O.;1503.01;11;0.00
2025;98383490992;IN CONTROL DOO;1500.00;1;0.00
2025;57761306070;FRIZERSKI SALON VILA VL VESNA MIOKOVIĆ;1500.00;1;0.00
2025;76335880869;TRISTOTROJKA;1500.00;2;0.00
2025;71476965189;UDRUGA STUDENTATA DUBROVNIKA LIBERTAS;1500.00;2;0.00
2025;44622295635;HRVATSKA UDRUGA ARS ORGANI SISCIAE;1500.00;2;0.00
2025;91866261509;L L BARABA JDOO ZA USLUGE;1500.00;1;0.00
2025;45944055974;J F K OBRT ZA FRIZERSKE USLUGE VL JOSIP KNEŽIĆ;1500.00;1;0.00
2025;38158569447;CUT TIME OBRT ZA USLUGE VL STJEPAN VUČKOVIĆ;1500.00;1;0.00
2025;02296067655;GROOMING STUDIO MIA DONA VL MATEJA TOŠIĆ;1500.00;1;0.00
2025;32961633311;D STONE DIZAJN VL DAVORKA TOPOLOVAC;1500.00;1;0.00
2025;46731869001;FABRIKA FRIZERSKI OBRT VL ANA BOŠNJAK;1500.00;1;0.00
2025;12526979697;OKUD TREŠNJEVKA;1500.00;2;0.00
2025;66297825417;ABM DESIGN DOO ZA USLUGE;1500.00;1;0.00
2025;48074464528;OPĆINSKI SUD U DUBROVNIKU;1500.00;2;0.00
2025;16919791860;BEAUTY ATELIER K JDOO ZA USLUGE;1500.00;1;0.00
2025;54314359710;ID PROJEKT OBRT ZA ELEKTROINSTALACIJE VL IVICA DOMENKUŠ;1500.00;1;0.00
2025;40427782294;TEMPUS REGULA JDOO;1500.00;2;0.00
2025;69454459128;INTENSO WELL DOO;1500.00;1;0.00
2025;07715587680;STUDIO MILA DOO;1500.00;1;0.00
2025;68580128211;BILIĆ - ERIĆ D.O.O. ZA PRIVATNU ZAŠTITU;1500.00;12;0.00
2025;95045225723;FILM OBRT ZA USLUGE VL MIRNA BARTOLIĆ;1500.00;1;0.00
2025;32378565214;BONITA OBRT ZA KOZMETIČKE USLUGE VL ANITA JELICA FLETKO;1500.00;1;0.00
2025;14272271395;DL INSTALACIJE OBRT ZA USLUGE VL DARKO LOVRIĆ;1500.00;1;0.00
2025;36776216753;PARLI EVENT JDOO ZA UGOSTITELJSTVO USLUGE I TRGOVINU;1500.00;1;0.00
2025;16380264256;ELLE OBRT ZA KOZMETIČKE USL VL MIHAELA PAJIĆ;1500.00;1;0.00
2025;58124794871;IVONA RAVLIĆ JDOO;1500.00;1;0.00
2025;37069209636;CUBA OBRT ZA USLUGE VL MIRELA BERISHA;1500.00;1;0.00
2025;02156877076;FOND STJEPAN ŠULEK;1500.00;2;0.00
2025;05579567256;MALILI USLUGE JDOO;1500.00;1;0.00
2025;69003941831;GLAM LAB DOO ZA USLUGE;1500.00;1;0.00
2025;09371547096;MARITA STUDIO JDOO;1500.00;1;0.00
2025;61675996134;DENIQUE JDOO ZA USLUGE;1500.00;1;0.00
2025;59789039703;POTLAČEK AND PIKULA AUTOTIM DOO ZA USLUGE;1500.00;1;0.00
2025;82261866801;FENSI ŠMENSI FRIZERSKI STUDIO VL DANIJELA JELIĆ;1500.00;1;0.00
2025;51751238773;INESTYLE OBRT ZA USLUGE VL INES BERANEK;1500.00;1;0.00
2025;94401084206;CENTAR ZA TRADICIJSKU KULTURU ETNOTEKA;1500.00;2;0.00
2025;51555534187;GEOBOND DOO;1500.00;1;0.00
2025;42568664343;FRIZERSKI SALON OBRT ZA USLUGE VL INGRID BOSAK;1500.00;1;0.00
2025;34706029488;HRVATSKI FOTOGRAFSKI CENTAR;1500.00;2;0.00
2025;26271425900;PLASCH HAIR JDOO;1500.00;1;0.00
2025;00374964821;TAEKWONDO KLUB DUBRAVA;1500.00;1;0.00
2025;25731281616;MITA EL JDOO;1500.00;1;0.00
2025;00169153764;KLAPA GRDELIN ZAGREB;1500.00;2;0.00
2025;96573444919;HRVATSKA MREŽA ZDRAVIH GRADOVA;1500.00;1;0.00
2025;83906217526;TRIK ONE  JDOO ZA USLUGE;1500.00;1;0.00
2025;99917958785;GEOEXPERT IGM D.O.O.;1500.00;1;0.00
2025;20329842324;JOSIPOVIĆ INTERIJERI  VL JOSO JOSIPOVIĆ;1500.00;1;0.00
2025;09318148721;ABC HAIR CONCEPT;1500.00;1;0.00
2025;00671347544;SUVAJA JDOO ZA TRGOVINU I USLUGE;1500.00;1;0.00
2025;99127335475;AUTO KLUB DUBRAVA;1500.00;1;0.00
2025;35450539090;HRVATSKI KATOLIČKI ZBOR MI;1500.00;2;0.00
2025;32976865343;INTER SIG DOO;1500.00;1;0.00
2025;59839501678;SIVA ZONA PROSTOR SUVREMENE MEDIJSKE UMJETNOSTI;1500.00;2;0.00
2025;41545541828;BEAUTY STUDIO CALM , VL MAJA KROG;1500.00;1;0.00
2025;35289237704;FRANMARI OBRT ZA DIZAJN VL EVICA MILETIĆ;1500.00;1;0.00
2025;56193541961;KONFA MEDIA DOO;1480.47;4;0.00
2025;18973844810;UNITED FIBER DOO;1480.00;1;0.00
2025;57524651551;FILIDA PUTNIČKA AGENCIJA DOO;1480.00;1;0.00
2025;73646960228;BEST RESTAURANTS DOO;1476.60;3;0.00
2025;34425332342;ZAKLADA ZLATKO CRNIĆ;1459.95;1;0.00
2025;63765012512;UDRUGA JEDNA NOVA PORUKA;1450.00;1;0.00
2025;45257593233;MARKEK DOO;1449.88;2;0.00
2025;93075770066;AUTOKLUB RIJEKA;1442.00;24;0.00
2025;85644690123;IMPORTANNE CENTAR D.O.O.;1440.73;2;0.00
2025;68580945674;TERRA TENT DOO;1420.00;1;0.00
2025;53855410149;EXPERIENTIA DOO;1411.77;6;0.00
2025;78796880101;MILENIJ HOTELI D.O.O.;1404.50;5;0.00
2025;39753545974;DOMINOVIĆ DOO ZA TRGOVINU I USLUGE;1402.73;2;0.00
2025;28817560444;HRVATSKI LOVAČKI SAVEZ;1400.00;1;0.00
2025;86828835656;FORTUNA DOO;1400.00;1;0.00
2025;35786170284;FAST LANE JDOO;1390.00;1;0.00
2025;88449424130;NOGOMETNI KLUB DINAMO ODRANSKI OBREŽ;1390.00;1;0.00
2025;75665455333;UNIQA OSIGURANJE D.D.;1389.00;3;0.00
2025;90439696130;VULKAL DOO;1384.20;5;0.00
2025;77667944125;MATICA UMIROVLJENIKA HRVATSKE;1375.00;2;0.00
2025;32663870218;HRVATSKI INSTITUT INTERNIH REVIZORA;1357.50;2;0.00
2025;14405959093;KAOOOSSS;1350.00;1;0.00
2025;25953903177;ŽEPOH DOO;1349.91;1;0.00
2025;85007697972;GALOP PRIJEVOZ DOO;1345.00;2;0.00
2025;60327383256;BONAVIA RIJEKA DOO;1344.00;4;0.00
2025;10698224903;ZU ZA LJEKARNIČKU DJELATNOST LJEKARNE VAŠE ZDRAVLJE;1327.96;1;0.00
2025;66486182714;MINISTARSTVO OBRANE RH;1311.74;50;0.00
2025;71629027685;ECCOS INŽENJERING DOO;1310.00;1;0.00
2025;09444325229;PARATENISKI KLUB SIRIUS;1300.00;1;0.00
2025;66764992314;UDRUGA PRIGORSKI DAN;1300.00;2;0.00
2025;41036267867;DOMKO DOO;1287.50;1;0.00
2025;53605605523;PRINTSHOP DOO;1270.51;3;0.00
2025;95066869516;ARHITEKTURA SIGURNOSTI D.O.O.;1260.87;1;0.00
2025;86648038250;ILIRIC-EKO D.O.O. ZA USLUGE;1250.00;1;0.00
2025;53848380014;ALMA FASHION JDOO ZA USLUGE I TRGOVINU;1250.00;1;0.00
2025;99489406751;CENTAR ZA PROMET I LOGISTIKU DOO ZA USLUGE;1250.00;1;0.00
2025;78439412024;LIDER PROJEKT DOO;1250.00;1;0.00
2025;51596086621;RESPECT PROJECT DOO;1250.00;1;0.00
2025;82376202251;EMARKER DOO;1236.00;4;0.00
2025;33109439257;USTANOVA ZA OBR ODRASLIH IZ PODRUČJA INOV LID BIZ AGIL ILBA;1225.26;4;0.00
2025;65278787645;DOBAR PARTNER DOO;1223.55;1;0.00
2025;80064107459;TFK UPRAVLJANJE DOO;1215.88;19;0.00
2025;84698789700;MULLER TRGOVINA ZAGREB DOO;1215.00;1;0.00
2025;34650596827;AKTA DOO;1211.25;1;0.00
2025;12859943483;HRVATSKI SAVEZ UDRUGA TJELESNIH INVALIDA;1200.00;1;0.00
2025;90896496260;IMPERIAL RIVIERA D.D.;1200.00;1;0.00
2025;84232034227;UDRUGA ERGO ARTIS;1200.00;2;0.00
2025;31775663619;POEZIJA SUBOTOM;1200.00;2;0.00
2025;63858138148;HRVATSKO ČITATELJSKO DRUŠTVO;1200.00;2;0.00
2025;14112477239;NAPRIJED COMMERCE DOO;1193.13;1;0.00
2025;43188926272;NOBIUM D.O.O. ZA SAVJETOVANJE I INŽ. INFORM. I KOM. SUSTAVA;1187.50;1;0.00
2025;35157849903;GHIA SPORT D.O.O.;1168.92;1;0.00
2025;84375283263;BIROTEHNIKA CENTAR ZA DOPISNO OBRAZOVANJE;1166.33;4;0.00
2025;77599516175;KAUMA DOO;1143.20;4;0.00
2025;73073299425;LAUF SPORT LAB DOO;1131.25;2;0.00
2025;28524583246;BEZ SLUHA JDOO ZA USLUGE;1130.00;2;0.00
2025;16381590465;HUMS;1125.00;1;0.00
